"","p25","sex","age1","y1v12","y1v19","y1v38","y1v55","y1v102","y1v117","y1v152","y1v168","y1v169","y1v170","y1v171","y1v179","y1v180","y1v190","y1v198","y1v210","usrNMNAR","HotDeckUSRMNAR","usroriginalnonemissing","HotDeckUSRMAR","usr1MAR","nysid","Urban","Suburban","Rural","LgMarijFreq","DmgSchlPropPrev","MotorTheftPrev","TheftOver50Prev","CarriedWeaponPrev","AttackPrev","CheatingPrev","LoudUnrulyPrev","SoldHardDrgsPrev","AvoidPayingPrev","Stolen5to50Prev","SkipPrev","VarietyScore","ObscenePhonePrev","VarietyScore2","LnVarietyScore2","ethn3","UrbanMAR","SuburbanMAR","RuralMAR","HDUrban","HDSuburban","HDRural","MissingUSRDummy","UrbanMNAR","RuralMNAR","HDUrbanMNAR","HDSuburbanMNAR","HDRuralMNAR"
"1579",1,2,16,5,5,2,1,1,1,5,5,1,5,5,4,4,3,4,1,3,3,3,3,3,643002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"1581",1,2,16,5,4,2,1,2,3,4,5,2,5,5,4,3,1,4,1,2,2,2,2,2,306402,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"1582",1,2,16,5,3,2,1,3,2,4,5,2,5,4,2,4,1,4,1,3,3,3,3,3,638103,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"1583",1,2,16,5,5,2,3,2,1,5,5,1,5,5,4,4,2,4,1,3,3,3,3,3,701602,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"1584",1,2,16,5,5,2,3,2,1,5,5,2,5,5,4,4,2,4,1,2,2,2,2,2,24803,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"1585",1,2,16,5,5,2,3,2,1,5,5,3,3,2,4,3,1,4,1,2,2,2,2,2,28002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"1587",1,2,16,5,4,2,3,2,2,5,5,2,5,5,4,4,2,4,1,3,3,3,3,3,698603,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"1588",1,2,16,5,3,2,3,2,2,5,5,3,5,4,3,4,2,4,1,2,2,2,2,2,159003,0,1,0,1.098612289,0,1,0,0,0,1,1,0,0,0,1,4,1,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"1589",1,2,16,5,3,2,3,2,3,5,3,4,3,3,2,4,1,3,3,3,3,3,3,3,601502,0,0,1,4.787491743,1,1,0,0,1,1,1,0,0,0,1,6,0,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"1590",1,2,16,5,5,2,3,2,3,5,5,3,4,4,4,4,1,4,3,2,2,2,2,2,31203,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1592",1,2,16,5,4,2,3,4,1,5,5,2,5,5,4,4,3,4,2,1,1,1,1,1,477402,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"1597",1,2,16,5,4,2,5,3,2,5,5,3,4,4,2,4,2,4,3,2,2,2,2,2,161302,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"1598",1,2,16,5,4,2,5,4,2,4,4,3,3,4,4,4,1,4,2,2,2,2,2,2,51703,0,1,0,1.098612289,0,1,0,0,0,1,1,0,1,0,1,5,1,6,1.945910149,1,0,1,0,0,1,0,0,1,0,0,1,0
"1599",1,2,16,5,4,2,5,4,2,4,5,2,3,5,2,4,2,4,2,3,3,3,3,3,592602,0,0,1,1.945910149,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"1611",1,2,17,1,4,1,3,3,2,4,4,2,2,5,3,4,2,4,1,1,1,1,1,1,241903,1,0,0,2.564949357,0,1,0,1,0,0,0,0,0,0,1,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"1612",1,2,17,1,4,2,3,2,2,5,5,2,3,4,3,3,3,4,1,1,1,1,1,1,198804,1,0,0,2.564949357,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"1613",1,2,17,2,5,1,1,1,1,5,5,2,5,5,2,2,2,4,1,3,3,3,3,3,672202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"1617",1,2,17,2,4,2,1,4,1,5,4,4,5,5,4,3,2,4,1,1,1,1,1,1,243602,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2,1,0,0,1,0,0,0,0,0,1,0,0
"1618",1,2,17,2,1,2,3,2,4,4,2,2,2,2,3,4,2,4,1,3,3,3,3,3,571202,0,0,1,5.774551546,0,1,0,1,0,1,0,0,0,1,1,5,0,5,1.791759469,1,0,0,1,0,0,1,0,0,1,0,0,1
"1620",1,2,17,3,4,2,1,2,2,4,5,2,4,5,3,2,3,4,1,3,3,3,3,3,607403,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"1623",1,2,17,3,3,2,1,4,4,3,3,2,3,3,4,4,1,3,2,3,3,3,3,3,570303,0,0,1,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"1625",1,2,17,3,3,2,3,2,1,5,5,1,5,5,3,4,3,4,1,3,3,3,3,3,586702,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"1626",1,2,17,3,4,2,3,2,2,4,5,1,5,4,4,3,3,4,1,2,2,2,2,2,296503,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"1627",1,2,17,3,2,2,3,2,4,4,3,3,3,3,2,3,1,3,2,3,3,3,3,3,612402,0,0,1,4.787491743,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"1628",1,2,17,3,4,2,3,4,1,4,4,4,1,2,3,3,1,4,1,3,3,3,3,3,320302,0,0,1,3.135494216,1,1,0,0,0,1,1,0,1,0,1,6,0,6,1.945910149,1,0,0,1,0,0,1,0,0,1,0,0,1
"1629",1,2,17,3,2,2,5,1,2,5,4,4,2,4,2,4,2,4,1,1,1,1,1,1,304402,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"1630",1,2,17,3,4,2,5,2,2,5,3,3,3,3,4,4,3,4,1,2,2,2,2,2,537704,0,1,0,1.098612289,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,2,0,1,0,0,1,0,0,1,0,0,1,0
"1631",1,2,17,4,5,1,3,1,1,5,5,1,5,5,4,4,3,4,1,3,3,3,3,3,686302,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"1632",1,2,17,4,5,1,3,2,1,5,5,2,4,4,4,4,2,4,1,3,3,3,3,3,639902,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"1635",1,2,17,4,2,2,1,2,1,5,4,4,4,4,3,2,2,4,2,3,3,3,3,3,756402,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,3,1.386294361,2,0,0,1,0,0,1,0,0,1,0,0,1
"1636",1,2,17,4,4,2,1,2,1,5,5,2,5,5,4,4,2,4,2,1,1,1,1,1,425002,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"1638",1,2,17,4,3,2,3,2,1,5,4,2,3,4,4,4,1,4,1,2,2,2,2,2,139202,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1639",1,2,17,4,4,2,3,2,1,5,5,2,5,5,4,4,1,4,1,3,3,3,3,3,656003,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,0,1,0,0,1,0,0,1,0,0,1
"1641",1,2,17,4,4,2,3,2,2,4,4,4,3,4,4,3,1,4,1,1,1,1,1,1,495603,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,2,1,0,0,1,0,0,0,0,0,1,0,0
"1642",1,2,17,4,4,2,3,2,2,4,5,3,3,5,2,3,2,4,1,2,2,2,2,2,25402,0,1,0,1.098612289,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1643",1,2,17,4,5,2,3,3,2,4,5,2,5,4,3,3,2,4,1,3,3,3,3,3,19202,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"1644",1,2,17,4,4,2,3,4,1,4,5,2,5,5,4,4,1,4,1,2,2,2,2,2,547402,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1646",1,2,17,4,3,2,3,4,3,5,4,4,4,5,1,3,1,4,1,2,2,2,2,2,229102,0,1,0,4.762173935,0,1,0,0,0,0,1,0,0,1,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"1647",1,2,17,4,5,2,5,1,3,5,5,2,3,4,3,3,2,4,1,3,3,3,3,3,797302,0,0,1,2.564949357,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"1649",1,2,17,4,3,2,5,3,2,5,4,3,3,4,2,4,2,3,1,1,1,1,1,1,383902,1,0,0,2.564949357,0,1,0,0,0,1,1,0,0,1,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"1651",1,2,17,4,5,2,5,4,2,4,3,4,2,4,4,4,3,4,2,2,2,2,2,2,307403,0,1,0,4.762173935,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1654",1,2,17,5,4,1,3,2,1,4,5,2,4,5,3,4,3,4,2,2,2,2,2,2,317805,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"1656",1,2,17,5,4,2,1,2,2,5,5,3,4,4,4,4,3,4,1,3,3,3,3,3,600502,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,0,1,0,0,1,0,0,1,0,0,1
"1658",1,2,17,5,5,2,1,4,1,4,5,2,3,4,2,3,2,4,1,2,2,2,2,2,272504,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1660",1,2,17,5,3,2,1,4,1,5,5,3,4,5,2,3,1,4,1,2,2,2,2,2,31702,0,1,0,1.098612289,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1661",1,2,17,5,4,2,3,1,2,4,5,2,3,5,4,4,3,4,1,1,1,1,1,1,235205,1,0,0,1.945910149,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"1662",1,2,17,5,5,2,3,1,3,5,1,2,4,4,4,4,2,4,1,3,3,3,3,3,749003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,2,0,0,1,0,0,1,0,0,1,0,0,1
"1663",1,2,17,5,5,2,3,2,1,4,4,2,4,4,1,2,2,4,1,2,2,2,2,2,30302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"1664",1,2,17,5,4,2,3,2,1,5,5,2,5,5,4,3,3,4,2,2,2,2,2,2,410203,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"1666",1,2,17,5,5,2,3,2,2,5,4,2,4,4,4,4,3,4,2,2,2,2,2,2,169702,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"1667",1,2,17,5,4,2,3,3,1,4,5,3,4,5,2,2,1,4,1,1,1,1,1,1,520102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,1.098612289,1,1,0,0,1,0,0,0,0,0,1,0,0
"1668",1,2,17,5,5,2,3,3,1,5,5,4,1,5,4,4,2,4,1,2,2,2,2,2,557302,0,1,0,4.787491743,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1670",1,2,17,5,4,2,3,3,2,5,5,3,4,5,4,4,2,4,2,2,2,2,2,2,133004,0,1,0,1.098612289,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"1672",1,2,17,5,3,2,3,4,1,5,5,2,2,5,4,4,3,4,1,1,1,1,1,1,96104,1,0,0,2.564949357,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,1,0,0,1,0,0,0,0,0,1,0,0
"1673",1,2,17,5,2,2,3,5,1,5,4,2,4,4,1,3,1,4,1,3,3,3,3,3,767702,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"1677",1,2,17,5,5,2,5,3,3,3,3,3,2,4,3,3,1,3,2,2,2,2,2,2,99404,0,1,0,2.564949357,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.693147181,1,0,1,0,0,1,0,0,1,0,0,1,0
"1682",2,1,11,5,5,1,3,2,2,4,5,1,5,4,4,3,3,4,1,1,1,1,1,1,279002,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,3,1.386294361,3,1,0,0,1,0,0,0,0,0,1,0,0
"1683",2,1,12,2,4,1,3,2,2,4,4,2,4,4,3,2,2,4,3,1,1,1,1,1,520203,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"1684",2,1,12,4,5,1,3,5,4,5,4,5,4,3,1,4,3,4,3,3,3,3,3,3,670902,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,7,0,7,2.079441542,1,0,0,1,0,0,1,0,0,1,0,0,1
"1685",2,1,14,3,4,1,3,2,2,5,4,3,4,5,3,3,3,4,1,1,1,1,1,1,370902,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"1689",2,1,15,4,5,1,3,3,3,5,5,5,3,5,4,4,3,4,2,1,1,1,1,1,286502,1,0,0,3.526360525,0,1,0,1,0,0,1,0,1,0,1,5,0,5,1.791759469,2,1,0,0,1,0,0,0,0,0,1,0,0
"1690",2,1,15,4,4,2,3,4,4,4,4,3,3,4,3,3,1,4,2,2,2,2,2,2,168702,0,1,0,1.098612289,0,1,0,0,0,1,1,0,0,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"1691",2,1,15,4,3,2,5,1,2,5,4,3,4,4,2,1,2,4,2,2,2,2,2,2,430202,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,4,0,4,1.609437912,1,0,1,0,0,1,0,0,1,0,0,1,0
"1692",2,1,15,5,5,1,5,3,3,5,3,4,4,4,2,2,2,4,1,3,3,3,3,3,788302,0,0,1,1.098612289,0,1,0,0,0,0,0,0,0,1,1,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"1695",2,1,16,5,4,2,1,2,2,4,4,4,4,4,4,4,2,4,1,3,3,3,3,3,673203,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1.098612289,1,0,0,1,0,0,1,0,0,1,0,0,1
"1698",2,1,17,4,2,2,1,4,1,4,3,1,2,5,2,4,1,3,2,2,2,2,2,2,484002,0,1,0,3.526360525,1,1,0,0,0,0,1,0,1,0,1,5,0,5,1.791759469,1,0,1,0,0,1,0,0,1,0,0,1,0
"1699",2,1,17,5,5,2,3,2,2,5,4,4,4,3,4,4,2,4,1,1,1,1,1,1,420502,1,0,0,4.762173935,0,1,0,1,1,0,0,0,1,0,1,5,0,5,1.791759469,2,1,0,0,1,0,0,0,0,0,1,0,0
"1701",2,2,11,4,4,1,3,4,2,4,4,2,4,4,2,2,1,4,1,3,3,3,3,3,699702,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,0,3,1.386294361,1,0,0,1,0,0,1,0,0,1,0,0,1
"1705",2,2,12,3,5,2,3,4,2,4,5,4,5,5,2,2,1,4,1,1,1,1,1,1,443503,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,3,1,0,0,1,0,0,0,0,0,1,0,0
"1707",2,2,12,5,5,2,1,2,2,5,4,1,4,5,2,4,1,4,1,2,2,2,2,2,400503,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1709",2,2,12,5,3,2,5,4,2,5,4,3,5,5,1,3,2,4,1,2,2,2,2,2,268704,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,1,0,1,0,0,1,0,0,1,0,0,1,0
"1715",2,2,14,4,3,2,5,4,3,5,3,4,1,3,2,3,1,4,1,1,1,1,1,1,8302,1,0,0,4.762173935,0,1,0,0,0,1,1,0,1,0,1,5,0,5,1.791759469,1,1,0,0,1,0,0,0,0,0,1,0,0
"1717",2,2,15,5,5,2,3,2,1,4,3,3,4,4,2,4,1,4,2,2,2,2,2,2,400504,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,3,1.386294361,1,0,1,0,0,1,0,0,1,0,0,1,0
"1718",2,2,16,3,3,2,3,4,3,5,4,2,2,4,2,4,2,3,3,2,2,2,2,2,227602,0,1,0,4.762173935,1,1,1,0,0,1,1,0,1,1,1,8,0,8,2.197224577,1,0,1,0,0,1,0,0,1,0,0,1,0
"1719",2,2,16,4,5,2,3,4,2,5,5,2,5,5,4,4,1,4,1,1,1,1,1,1,443502,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,1.098612289,3,1,0,0,1,0,0,0,0,0,1,0,0
